Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
31,R046,P.S. 46 - STATEN ISLAND,DIIT - RESOA,FY14 RESO A IP SURVEILLANCE CAMERA,Purch & Install,PNS,PNS,PNS,PNS,250000,250000,0.00,DSF: 0000799346
31,R046,P.S. 46 - STATEN ISLAND,DOE - Skilled Trades,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,Complete,03/10/2018,DOES,08/24/2018,DOES,35471,35471.00,DSF: 0000866953
31,R046,P.S. 46 - STATEN ISLAND,Fast Track Projects,FY19 RESO A FENCING,Construction,In-Progress,01/18/2019,FTK,,FTK,83160,0.00,DSF: 0000890941
31,R046,P.S. 46 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,48000,48000,0.00,DSF: 0000866381
31,R046,P.S. 46 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,704000,704000,0.00,DSF: 0000866381
31,R046,P.S. 46 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,48000,32448,221.00,DSF: 0000866381
31,R046,P.S. 46 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,In-Progress,03/12/2019,07/12/2019,,0,15552,55.00,DSF: 0000866381
31,R046,P.S. 46 - STATEN ISLAND,SCA IEH,IEH PO18-3RD FL EXIT 7 LANDINGS,Construction,Complete,08/25/2016,IEH,01/28/2019,IEH,79,79.00,DSF: 0000042654
31,R047,CSI HS INTERNATIONAL STUDIES,DIIT - RESOA,FY08 RESO A SMARTBOARDS,Purch & Install,PNS,PNS,PNS,PNS,34719,34719,0.00,DSF: 0000544473
31,R048,NAPLES STREET ELEMENTARY SCHOO,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,75000,75000,0.00,DSF: 0000890434
31,R048,NAPLES STREET ELEMENTARY SCHOO,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,02/21/2019,DIIR,,80000,80000,60353.00,DSF: 0000889951
31,R048,NAPLES STREET ELEMENTARY SCHOO,DOE- RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,250000,0,0.00,DSF: 0000866372
31,R048,NAPLES STREET ELEMENTARY SCHOO,DOE- RESOA,FY18 RESO A GYM UPGRADE,Construction,PNS,PNS,PNS,PNS,75000,43831,43831.00,DSF: 0000867718
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP,WATER PENETRATION IN BASEMENT,"CM, F&E",PNS,PNS,PNS,PNS,243922,243922,18193.00,DSF: 0000860113
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP,PARAPETS/ROOFS/EXTERIOR MASONRY,"CM, F&E",PNS,PNS,PNS,PNS,509794,509794,9240.00,"DSF: 0000049328, 0000905571, 0000905573"
31,R048,NAPLES STREET ELEMENTARY SCHOO,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,"CM, F&E",PNS,PNS,PNS,PNS,528648,528648,287.00,"DSF: 0000792908, 0000798346"
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP,WATER PENETRATION IN BASEMENT,Construction,PNS,PNS,PNS,PNS,1052477,1052477,10135.00,DSF: 0000860113
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP,PARAPETS/ROOFS/EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,3720212,3720212,7452.00,"DSF: 0000049328, 0000905571, 0000905573"
31,R048,NAPLES STREET ELEMENTARY SCHOO,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,Construction,PNS,PNS,PNS,PNS,8496137,8496137,0.00,"DSF: 0000792908, 0000798346"
31,R048,NAPLES STREET ELEMENTARY SCHOO,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,Design,In-Progress,02/19/2019,07/19/2019,,453127,453127,11154.00,"DSF: 0000792908, 0000798346"
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP,PARAPETS/ROOFS/EXTERIOR MASONRY,Design,In-Progress,12/03/2018,05/06/2019,,265861,265861,18368.00,"DSF: 0000049328, 0000905571, 0000905573"
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP,WATER PENETRATION IN BASEMENT,Design,In-Progress,08/06/2018,01/09/2019,,99376,99376,43442.00,DSF: 0000860113
31,R048,NAPLES STREET ELEMENTARY SCHOO,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,Scope,Complete,08/28/2018,02/01/2019,02/19/2019,113282,72567,2788.00,"DSF: 0000792908, 0000798346"
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP,PARAPETS/ROOFS/EXTERIOR MASONRY,Scope,Complete,12/11/2017,04/27/2018,09/27/2018,69988,57571,13743.00,"DSF: 0000049328, 0000905571, 0000905573"
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP,WATER PENETRATION IN BASEMENT,Scope,Complete,09/13/2017,02/01/2018,06/20/2018,27102,57884,56924.00,DSF: 0000860113
31,R049,THE EAGLE ACADEMY FOR YOUNG ME,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,80000,80000,0.00,DSF: 0000889954
31,R049,I.S. 49 - STATEN ISLAND,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,79399,79399,0.00,DSF: 0000822567
31,R049,I.S. 49 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,68000,68000,0.00,DSF: 0000890452
31,R049,I.S. 49 - STATEN ISLAND,DOE- RESOA,FY 19 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,125000,0,0.00,DSF: 0000912362
31,R049,I.S. 49 - STATEN ISLAND,DOE- RESOA,FY19 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,125000,0,0.00,DSF: 0000912361
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,ELECTRICAL WORL FOR A/C INITIATIVE,"CM, F&E",PNS,PNS,PNS,PNS,58568,58568,0.00,DSF: 0000911976
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION,"CM, F&E",PNS,PNS,PNS,PNS,124301,124301,6714.00,DSF: 0000882722
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",In-Progress,05/23/2018,02/16/2019,,190979,168759,122363.00,DSF: 0000867061
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,ELECTRICAL WORL FOR A/C INITIATIVE,Construction,PNS,PNS,PNS,PNS,315994,315994,0.00,DSF: 0000911976
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,In-Progress,05/23/2018,02/16/2019,,212247,194640,121775.00,DSF: 0000867061
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,1997692,1997692,425.00,DSF: 0000882722
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,Complete,11/29/2017,05/25/2018,03/28/2018,20040,19977,19977.00,DSF: 0000867061
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,ELECTRICAL WORL FOR A/C INITIATIVE,Design,In-Progress,03/25/2019,08/22/2019,,24517,24517,1473.00,DSF: 0000911976
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION,Design,In-Progress,12/04/2018,05/07/2019,,106544,106544,26496.00,DSF: 0000882722
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,ELECTRICAL WORL FOR A/C INITIATIVE,Scope,Complete,03/04/2019,07/02/2019,03/25/2019,5448,368,368.00,DSF: 0000911976
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,11/06/2017,03/12/2018,11/29/2017,5466,3810,3810.00,DSF: 0000867061
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION,Scope,Complete,02/26/2018,07/11/2018,10/18/2018,26636,53750,20102.00,DSF: 0000882722
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,20775,27146,5817.00,DSF: 0000866346
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A ACCESSIBILITY,"CM, F&E",PNS,PNS,PNS,PNS,PNB,0,0.00,DSF: 0000890711
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A ACCESSIBILITY,Construction,PNS,PNS,PNS,PNS,PNB,0,0.00,DSF: 0000890711
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,304700,304700,355.00,DSF: 0000866346
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,Complete,10/03/2018,02/20/2019,02/04/2019,20775,21889,12249.00,DSF: 0000866346
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A ACCESSIBILITY,Design,PNS,PNS,PNS,PNS,PNB,0,0.00,DSF: 0000890711
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,Complete,03/09/2018,07/10/2018,09/24/2018,0,8165,8165.00,DSF: 0000866346
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A ACCESSIBILITY,Scope,PNS,PNS,PNS,PNS,PNB,0,0.00,DSF: 0000890711
31,R050,P.S. 50 - STATEN ISLAND,DIIT - RESOA,FY09 RESO A- TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,148808,148808,0.00,DSF: 0000688268
31,R050,P.S. 50 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,75000,75000,0.00,DSF: 0000890453
31,R050,P.S. 50 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,140000,140000,0.00,DSF: 0000889960
31,R050,P.S. 50 - STATEN ISLAND,DOE - Skilled Trades,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,10/31/2017,DOES,,DOES,2099,2099.00,DSF: 0000866954
31,R050,P.S. 50 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",In-Progress,05/23/2018,02/16/2019,,174059,149176,90862.00,DSF: 0000867062
31,R050,P.S. 50 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,In-Progress,05/23/2018,02/16/2019,,228855,215588,119491.00,DSF: 0000867062
31,R050,P.S. 50 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,Complete,01/09/2018,07/05/2018,03/28/2018,21609,15979,15979.00,DSF: 0000867062
31,R050,P.S. 50 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/27/2017,01/26/2018,01/09/2018,5893,3978,3978.00,DSF: 0000867062
31,R051,I.S. 51 - STATEN ISLAND,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,06/30/2018,DOES,,DOES,170536,170536.00,DSF: 0000889368
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,44453,64183,6652.00,DSF: 0000868087
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,191807,191807,798.00,DSF: 0000868087
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,Complete,05/02/2018,10/26/2018,10/17/2018,18111,9884,9884.00,DSF: 0000868087
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,04/16/2018,08/14/2018,05/02/2018,4939,2471,2471.00,DSF: 0000868087
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,"CM, F&E",In-Progress,03/11/2019,05/08/2020,,209495,21685,21685.00,DSF: 0000800089
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Construction,In-Progress,03/11/2019,05/08/2020,,3072596,1920304,10761.00,DSF: 0000800089
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Design,Complete,07/09/2015,11/24/2015,03/22/2016,209495,104001,88151.00,DSF: 0000800089
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Scope,Complete,01/15/2015,04/16/2015,04/16/2015,0,33824,32474.00,DSF: 0000800089
31,R052,P.S. 52 - STATEN ISLAND,DIIT - RESOA,FY15 RESO A SECURITY CAMERAS,Purch & Install,PNS,PNS,PNS,PNS,7783,7783,0.00,DSF: 0000800076
31,R052,P.S. 52 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,03/21/2019,DIIR,,75000,75000,74437.00,DSF: 0000890454
31,R052,P.S. 52 - STATEN ISLAND,DOE- RESOA,FY18 RESO A TOILETS-STUDENTS,Construction,In-Progress,03/11/2019,DOER,,305769,305769,305769.00,DSF: 0000866360
31,R052,P.S. 52 - STATEN ISLAND,DOE- RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,75000,0,0.00,DSF: 0000844866
31,R052,P.S. 52 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,25624,25624,9733.00,DSF: 0000799270
31,R052,P.S. 52 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,375816,375816,1000.00,DSF: 0000799270
31,R052,P.S. 52 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Design,Complete,12/05/2017,03/30/2018,03/30/2018,25624,2413,2413.00,DSF: 0000799270
31,R052,P.S. 52 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/15/2017,08/15/2017,08/01/2017,0,8608,547.00,DSF: 0000799270
31,R052,P.S. 52 - STATEN ISLAND,SCA IEH,IEH PO18-2ND FL CORRIDOR,Construction,In-Progress,10/01/2018,IEH,,IEH,72780,0.00,DSF: 0000054005
31,R053,P.S. 53 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,02/21/2019,DIIR,,130000,130000,129020.00,DSF: 0000889961
31,R053,P.S. 53 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,Complete,02/21/2019,DIIR,03/25/2019,50000,50000,49625.00,DSF: 0000890455
31,R053,P.S. 53 - STATEN ISLAND,DOE - Skilled Trades,WATER MAIN REPAIR,Construction,In-Progress,03/13/2018,DOES,,DOES,62279,62279.00,DSF: 0000888996
31,R053,P.S. 53 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",Complete,07/10/2018,03/06/2019,03/06/2019,30000,30471,24233.00,DSF: 0000866348
31,R053,P.S. 53 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",In-Progress,07/10/2018,04/05/2019,,37435,47006,37005.00,DSF: 0000866337
31,R053,P.S. 53 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,Complete,07/10/2018,03/06/2019,03/06/2019,440000,354806,205387.00,DSF: 0000866348
31,R053,P.S. 53 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,07/10/2018,04/05/2019,,549040,572817,253420.00,DSF: 0000866337
31,R053,P.S. 53 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,Complete,02/07/2018,07/10/2018,05/11/2018,37435,45742,33826.00,DSF: 0000866337
31,R053,P.S. 53 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,Complete,02/06/2018,07/09/2018,05/11/2018,30000,82792,40900.00,DSF: 0000866348
31,R053,P.S. 53 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,Complete,01/09/2018,05/10/2018,02/06/2018,0,12217,12217.00,DSF: 0000866348
31,R053,P.S. 53 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,Complete,01/09/2018,05/10/2018,02/07/2018,0,10597,10597.00,DSF: 0000866337
31,R054,P.S. 54 - STATEN ISLAND,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,Complete,06/29/2018,DIIR,12/11/2018,198500,198500,198500.00,DSF: 0000866601
31,R054,P.S. 54 - STATEN ISLAND,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,75000,75000,0.00,DSF: 0000823189
31,R054,P.S. 54 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,03/28/2019,DIIR,,200000,200000,198499.00,DSF: 0000889962
31,R054,P.S. 54 - STATEN ISLAND,Fast Track Projects,FY19 RESO A AUDITORIUM UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,140000,0.00,DSF: 0000890942
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0.00,DSF: 0000912422
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM, F&E",PNS,PNS,PNS,PNS,58352,58352,362.00,DSF: 0000889064
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,PNS,PNS,PNS,PNS,25889,25889,0.00,DSF: 0000912422
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,PNS,PNS,PNS,PNS,251777,251777,24.00,DSF: 0000889064
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,In-Progress,03/22/2019,08/21/2019,,2444,2444,0.00,DSF: 0000912422
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,In-Progress,11/06/2018,04/11/2019,,23773,23773,4519.00,DSF: 0000889064
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,10/17/2018,02/21/2019,11/06/2018,6484,1193,1193.00,DSF: 0000889064
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,03/21/2019,07/22/2019,03/22/2019,667,0,0.00,DSF: 0000912422
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,4010,4010,0.00,DSF: 0000867289
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,58819,58819,0.00,DSF: 0000867289
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Design,PNS,PNS,PNS,PNS,4010,4010,0.00,DSF: 0000867289
31,R054,P.S. 54 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000867289
31,R055,P.S. 55 - STATEN ISLAND,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,500000,500000,0.00,DSF: 0000866602
31,R055,P.S. 55 - STATEN ISLAND,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,Complete,07/13/2018,DIIR,10/03/2018,148870,148870,148870.00,DSF: 0000867897
31,R055,P.S. 55 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,50000,50000,0.00,DSF: 0000890456
31,R056,P.S. 56 - STATEN ISLAND,DIIT - RESOA,FY09 RESO A SECURITY CAMERA,Purch & Install,PNS,PNS,PNS,PNS,162002,162002,0.00,DSF: 0000623174
31,R056,P.S. 56 - STATEN ISLAND,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,411099,411099,0.00,DSF: 0000822338
31,R056,P.S. 56 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,21000,21000,1548.00,DSF: 0000890712
31,R056,P.S. 56 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM AUDIO-VIDEO UPGRADE,"CM, F&E",In-Progress,01/17/2019,09/13/2019,,18497,15257,6550.00,DSF: 0000866415
31,R056,P.S. 56 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM AUDIO-VIDEO UPGRADE,Construction,In-Progress,01/17/2019,09/13/2019,,264000,184786,142.00,DSF: 0000866415
31,R056,P.S. 56 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,308000,308000,0.00,DSF: 0000890712
31,R056,P.S. 56 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,21000,19575,5699.00,DSF: 0000890712
31,R056,P.S. 56 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM AUDIO-VIDEO UPGRADE,Design,Complete,05/30/2018,10/30/2018,09/05/2018,18000,37221,27690.00,DSF: 0000866415
31,R056,P.S. 56 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM AUDIO-VIDEO UPGRADE,Scope,Complete,02/08/2018,06/11/2018,05/25/2018,0,10259,10259.00,DSF: 0000866415
31,R056,P.S. 56 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A SCIENCE LAB UPGRADES,Scope,In-Progress,11/01/2018,02/21/2019,,0,1425,1425.00,DSF: 0000890712
31,R057,P.S. 57 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,68000,68000,0.00,DSF: 0000890457
31,R057,P.S. 57 - STATEN ISLAND,Fast Track Projects,FY19 RESO A AUDITORIUM UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,120800,0.00,DSF: 0000890943
31,R057,P.S. 57 - STATEN ISLAND,Fast Track Projects,LSP FRONT STEPS,Construction,In-Progress,10/30/2018,FTK,,FTK,54014,50264.00,DSF: 0000882859
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,21000,21000,3038.00,DSF: 0000890713
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,159000,150000,150000.00,DSF: 0000866733
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,308000,308000,10912.00,DSF: 0000890713
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,132000,0.00,DSF: 0000866733
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,21000,7435,5128.00,DSF: 0000890713
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9000,9000,0.00,DSF: 0000866733
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000866733
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP RESOA,FY19 RESO A GYMNASIUM UPGRADE,Scope,In-Progress,11/05/2018,03/12/2019,,0,13565,5144.00,DSF: 0000890713
31,R057,P.S. 57 - STATEN ISLAND,SCA IEH,IEH PO18-AUDITORIUM,Construction,In-Progress,01/02/2019,IEH,,IEH,63005,0.00,DSF: 0000055547
31,R058,P.S. 58 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,125000,125000,0.00,DSF: 0000890458
31,R058,P.S. 58 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,100000,100000,0.00,DSF: 0000889963
31,R058,P.S. 58 - STATEN ISLAND,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,49291,49291,0.00,DSF: 0000823190
31,R058,P.S. 58 - STATEN ISLAND,DOE- RESOA,FY14 RESO A ROOM CONVERSIONS / PART,Construction,In-Progress,08/25/2014,DOER,,80295,80295,80295.00,DSF: 0000798835
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,METAL ROOFING,"CM, F&E",Complete,04/04/2018,10/30/2018,10/16/2018,58050,42637,41765.00,DSF: 0000042387
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",In-Progress,07/23/2018,05/18/2019,,176365,152427,93496.00,DSF: 0000867063
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,In-Progress,07/23/2018,05/18/2019,,191013,172506,106820.00,DSF: 0000867063
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,METAL ROOFING,Construction,Complete,04/04/2018,10/30/2018,10/16/2018,250475,219879,206979.00,DSF: 0000042387
